DistrictName,PhysicalState,Enrollment,TeachingMethod,SportsParticipation,OnlineInstructionIncrease,NetworkInvestment,HardwareInvestment,StaffMaskPolicy,StudentMaskPolicy,StudentIllnessReturnPolicy,StudentIsolationArea,SchoolTemporaryShutdown,ParentOptOutClassroomTeaching,# K-12,% Kindergarten,% 1st-8th,% 9th-12th,White,Black_AfricanAmerican,NativeAmerican,Asian,Other,<$10k,$10k-$15k,$15k-$25k,$25k-$35k,$35k-$50k,$50k-$75k,$75k-$100k,$100k-$150k,$150k-$200k,$200k<,% with Computer,% with Internet
Bridgeport School District 75,WA,948.0,Online Only,No,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,760,13.157894736842104,60.526315789473685,26.31578947368421,15.8,0.4,8.7,0.4,85.89999999999999,2.3,0.0,6.8,13.6,21.6,38.6,9.1,6.8,0.0,0.0,89.8,54.5
Battle Ground Public Schools 119,WA,13032.0,Online Only,Yes,Unknown,Yes,Unknown,Pending,Required for high school students only,Unknown,Pending,Closed 1-5 days,Unknown,14160,7.168079096045198,63.24152542372882,29.59039548022599,96.0,1.8,1.6,3.7,3.2,1.9,1.7,3.6,3.6,7.8,17.7,19.3,27.9,9.6,6.9,98.3,94.8
Hockinson School District 98,WA,1890.0,Online Only,Unknown,Unknown,Pending,Yes,Required for all staff,Required for all students,Yes,Unknown,Never closed,No,1715,7.580174927113703,62.09912536443149,30.32069970845481,91.8,2.8,4.0,12.0,1.8,1.0,2.0,2.0,2.0,1.0,16.1,19.6,25.6,16.1,14.1,99.5,98.5
White River School District 416,WA,4291.0,Online Only,No,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,4060,11.576354679802956,62.4384236453202,25.985221674876847,93.5,0.7,1.7,3.4,6.3,3.0,0.0,2.7,8.2,8.4,16.1,16.8,24.8,13.4,6.6,99.6,95.5
Columbia School District 400,WA,772.0,Online Only,No,Yes,Yes,Yes,Not required,Not required,No,No,Never closed,Yes,1075,7.906976744186046,59.53488372093023,32.55813953488372,76.2,4.7,7.9,0.0,18.2,0.0,0.0,9.9,0.0,17.8,25.7,19.8,10.9,11.9,5.0,100.0,93.1
Highline Public School District 401,WA,22085.0,On Premises,No,Unknown,Yes,Yes,Required for all staff,Not required,Yes,Yes,Unknown,Unknown,20290,9.75850172498768,62.32134056185313,27.920157713159192,50.6,19.2,3.7,15.9,25.7,2.4,4.2,5.5,10.1,13.6,17.7,12.6,20.3,7.8,5.7,96.4,92.9
Burlington-Edison School District 100,WA,3830.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,3890,4.4987146529562985,67.60925449871465,27.89203084832905,75.1,1.1,3.2,2.6,23.6,7.7,4.3,4.5,12.2,6.3,15.9,18.5,14.8,8.1,7.9,97.2,94.1
Camas School District 117,WA,6752.0,Online Only,Yes,Unknown,Yes,Yes,Pending,Pending,Pending,Pending,Pending,No,6975,6.881720430107527,57.41935483870968,35.69892473118279,91.1,2.7,1.9,12.9,2.2,1.4,0.4,1.9,3.1,5.8,11.1,10.0,27.7,17.3,21.5,99.6,97.5
Carbonado Historical School District 19,WA,192.0,Online Only,Unknown,Unknown,No,Yes,Pending,Pending,Pending,Pending,Pending,Yes,155,6.451612903225806,74.19354838709677,19.35483870967742,100.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,4.0,15.0,10.0,20.0,35.0,10.0,10.0,100.0,95.0
Cashmere School District 222,WA,1560.0,Online Only,Unknown,Unknown,Pending,Unknown,Required for all staff,Required for all students,Unknown,Unknown,Never closed,Yes,1795,7.7994428969359335,63.788300835654596,28.41225626740947,74.2,0.0,0.0,5.0,21.5,0.0,0.5,16.6,2.9,10.3,22.9,13.7,16.0,12.6,5.1,99.4,80.6
Castle Rock School District 401,WA,1305.0,Online Only,No,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,1820,6.318681318681318,67.58241758241758,26.0989010989011,98.8,3.1,7.5,0.2,0.2,2.2,4.0,4.0,5.8,6.7,21.9,23.7,24.1,6.3,1.8,95.5,95.5
Wahkiakum School District 200,WA,469.0,Online Only,Yes,Yes,Yes,No,Required for all staff,Unknown,Yes,Yes,Never closed,Unknown,384,1.0416666666666667,59.895833333333336,39.0625,74.4,10.5,2.3,0.0,16.3,4.5,0.0,4.5,18.2,11.4,20.5,1.8,36.4,0.0,4.5,100.0,84.1
Centralia School District 401,WA,3680.0,Hybrid,No,Unknown,Yes,No,Required for all staff,Required for all students,Unknown,Pending,Pending,Yes,3945,6.083650190114068,67.9340937896071,25.982256020278832,94.8,2.8,5.1,1.8,9.3,5.4,4.5,10.9,6.4,19.3,17.0,19.3,15.7,0.2,1.3,95.7,86.7
Riverside School District 416,WA,1462.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1535,1.6286644951140066,67.42671009771988,30.944625407166125,95.7,2.6,1.4,2.6,3.2,2.1,0.0,8.5,4.2,9.0,7.4,21.7,28.6,10.6,8.5,97.9,86.8
Chehalis School District 302,WA,3538.0,Hybrid,No,Yes,Unknown,Yes,Required for all staff,Required for all students,Unknown,Yes,Closed indefinitely,Yes,2310,7.792207792207792,54.97835497835498,37.22943722943723,91.2,5.2,3.7,3.9,5.2,5.1,1.0,6.1,9.2,11.8,19.1,17.2,18.2,8.3,4.5,99.0,89.5
Lake Chelan School District 129,WA,1435.0,On Premises,Yes,Yes,Yes,No,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,1195,9.205020920502092,57.32217573221757,33.47280334728033,70.9,0.0,0.0,0.0,29.1,0.0,0.0,0.0,11.8,26.4,26.4,5.5,27.3,1.8,0.0,94.5,73.6
Cheney Public Schools 360,WA,4778.0,Online Only,No,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,4580,5.349344978165939,59.06113537117904,35.58951965065502,90.8,3.3,7.2,7.2,2.8,7.2,1.8,7.5,4.7,11.2,19.9,17.7,20.4,4.9,4.6,97.9,91.0
Chewelah School District 36,WA,630.0,Hybrid,No,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,865,4.046242774566474,57.225433526011564,38.72832369942196,93.3,3.4,6.7,10.7,5.1,8.0,8.0,5.7,13.6,8.0,25.0,15.9,10.2,5.7,0.0,85.2,77.3
Chimacum School District 49,WA,888.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1045,6.220095693779904,59.33014354066986,34.44976076555024,98.3,0.3,4.8,0.9,0.9,5.1,3.2,5.8,0.5,20.5,16.0,17.9,25.6,1.3,3.8,100.0,96.2
Clarkston School District J-250-185,WA,2690.0,Hybrid,No,Unknown,Unknown,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,3175,4.881889763779528,64.56692913385827,30.551181102362204,96.0,4.1,7.0,1.1,1.3,5.6,3.4,6.4,16.2,13.0,25.2,12.5,13.3,4.2,0.0,97.6,91.0
Cle Elum-Roslyn School District 404,WA,937.0,Online Only,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Unknown,1015,5.41871921182266,63.05418719211823,31.527093596059114,96.2,2.1,1.3,0.9,3.8,1.9,1.9,9.0,9.0,13.5,27.1,14.2,16.1,5.8,1.3,93.5,81.3
Colfax School District 300,WA,575.0,Hybrid,Yes,No,Unknown,Yes,Required for all staff,Required for all students,Yes,Unknown,Never closed,Yes,680,3.676470588235294,70.58823529411765,25.735294117647058,98.6,0.0,1.4,0.0,0.0,0.0,0.0,0.0,7.8,9.1,29.9,24.7,26.0,1.0,1.0,100.0,93.5
College Place School District 250,WA,1544.0,Online Only,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Unknown,Yes,1835,5.994550408719346,68.93732970027249,25.068119891008173,91.3,3.7,2.5,3.4,10.5,6.8,0.0,3.2,4.8,16.5,25.7,12.9,16.9,7.6,5.6,94.4,94.4
Colton School District 306,WA,175.0,Hybrid,Unknown,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,180,5.555555555555555,55.55555555555556,38.888888888888886,100.0,1.7,0.0,0.0,0.0,0.0,0.0,7.7,3.1,11.5,34.6,15.4,11.5,15.4,3.1,100.0,96.2
Colville School District 115,WA,1842.0,Online Only,No,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Unknown,No,1640,3.3536585365853657,64.32926829268293,32.31707317073171,98.5,3.2,5.7,1.0,0.4,7.7,1.9,2.4,6.2,13.9,18.2,16.7,20.6,3.3,8.6,97.1,87.1
Concrete School District 11,WA,533.0,Online Only,Pending,Pending,Pending,Pending,Pending,Required for all students,Pending,Pending,Pending,Pending,600,3.3333333333333335,64.16666666666667,32.5,97.4,0.0,5.1,2.6,3.2,8.0,6.0,9.0,3.0,26.0,5.0,24.0,11.0,7.0,2.0,98.0,90.0
North Franklin School District J-51-162,WA,2114.0,Hybrid,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Yes,2615,7.839388145315487,62.33269598470363,29.82791586998088,71.5,0.2,1.1,0.8,28.7,2.1,10.7,3.7,7.9,12.0,33.1,20.7,7.9,2.9,0.0,81.8,69.4
Cosmopolis School District 99,WA,168.0,Online Only,No,Yes,No,No,Not required,Required for all students,Yes,Yes,Never closed,Yes,265,7.547169811320755,66.0377358490566,26.41509433962264,94.7,1.4,8.8,0.0,0.0,0.0,0.0,0.0,4.8,16.7,26.2,28.6,19.0,1.9,4.8,100.0,100.0
Coulee-Hartline School District 151,WA,207.0,Online Only,No,No,Yes,Yes,Required for all staff,Required for all students,Unknown,Unknown,Never closed,Yes,340,7.352941176470588,64.70588235294117,27.941176470588236,94.1,5.9,0.0,0.0,0.0,0.0,2.7,6.7,16.7,6.7,20.0,13.3,30.0,0.0,2.7,100.0,90.0
Grand Coulee Dam School District 301-J,WA,713.0,Online Only,Unknown,Yes,Pending,Pending,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,660,7.575757575757576,58.333333333333336,34.09090909090909,48.2,4.2,58.9,1.8,3.5999999999999996,6.1,0.8,9.2,10.2,16.3,21.4,15.3,17.3,3.1,0.0,100.0,93.9
Coupeville School District 204,WA,1019.0,Hybrid,Yes,Yes,Yes,No,Required for all staff,Required for middle/high school students only,Yes,Yes,Never closed,Pending,750,8.0,74.66666666666667,17.333333333333332,98.9,0.4,0.0,2.2,1.6,2.4,1.6,4.9,0.7,12.2,20.3,13.0,34.1,10.6,0.0,100.0,91.1
Highland School District 203,WA,1227.0,Hybrid,Yes,Yes,Yes,Yes,Not required,Required for all students,Yes,Yes,Unknown,Yes,1800,5.555555555555555,64.16666666666667,30.27777777777778,79.5,5.4,18.2,1.8,12.6,0.0,0.0,5.3,20.0,18.8,22.4,5.9,18.8,7.1,2.9,94.1,68.8
Boistfort School District 234,WA,96.0,Hybrid,No,Yes,Yes,Pending,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,170,5.882352941176471,44.11764705882353,50.0,97.6,0.0,9.5,0.0,4.8,0.0,0.0,3.2,8.0,8.0,24.0,20.0,28.0,3.2,8.0,96.0,96.0
Cusick School District 59,WA,222.0,Hybrid,No,Unknown,Yes,Unknown,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,310,9.67741935483871,54.83870967741935,35.483870967741936,71.0,1.2,29.0,1.2,1.2,3.4,5.1,5.1,18.6,18.6,23.7,10.2,3.4,10.2,3.4,91.5,49.2
Darrington School District 330,WA,440.0,Online Only,No,Yes,Yes,Yes,Required for all staff,Unknown,Unknown,Unknown,Never closed,Yes,435,9.195402298850574,56.32183908045977,34.48275862068966,94.0,2.0,9.0,0.0,0.0,3.1,3.1,3.1,7.8,9.4,34.4,3.1,35.9,0.0,0.0,96.9,100.0
Davenport School District 207,WA,607.0,Hybrid,No,Yes,Yes,No,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,555,6.306306306306307,54.054054054054056,39.63963963963964,100.0,1.5,1.5,1.5,0.0,1.3,1.3,9.4,4.7,20.3,17.2,10.9,23.4,9.4,0.0,96.9,93.8
Dayton School District 2,WA,482.0,On Premises,No,Pending,No,No,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,570,3.508771929824561,65.78947368421052,30.70175438596491,95.2,2.4,1.6,3.2,0.0,3.4,0.0,6.8,8.5,18.6,33.9,6.8,15.3,6.8,0.0,98.3,91.5
Deer Park School District 414,WA,2913.0,Hybrid,No,Unknown,Yes,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,2275,10.32967032967033,63.51648351648352,26.153846153846153,97.3,0.0,5.2,2.7,1.4,0.0,4.8,2.0,7.6,12.9,23.3,16.9,25.3,6.0,1.2,95.6,83.1
Mount Baker School District 507,WA,2246.0,Online Only,Yes,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,No,2660,9.774436090225564,59.02255639097744,31.203007518796994,86.8,5.6,9.5,5.1,4.9,5.5,3.4,13.1,5.8,4.6,22.9,22.0,13.5,5.2,3.7,96.9,89.6
Riverview School District 407,WA,3414.0,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,3640,7.28021978021978,59.61538461538461,33.104395604395606,94.6,1.6,0.6,5.4,1.6,0.2,1.3,1.1,0.4,4.6,6.4,6.6,20.9,24.2,34.3,100.0,99.1
Eastmont School District 206,WA,6174.0,Online Only,No,Yes,Unknown,Unknown,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,6260,9.105431309904153,61.18210862619808,29.712460063897762,70.5,2.1,2.2,2.5,31.7,2.5,1.4,7.6,10.4,13.8,25.1,17.5,11.6,6.2,3.9,97.2,83.9
Orcas Island School District 137,WA,783.0,Online Only,Yes,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,485,10.309278350515465,57.7319587628866,31.95876288659794,91.7,3.7,1.9,6.5,0.7,2.4,2.4,6.1,7.3,12.2,22.0,9.8,23.2,7.3,6.1,96.3,86.6
Eatonville School District 404,WA,1916.0,Hybrid,No,Yes,Yes,Yes,Required for all staff,Unknown,Unknown,Yes,Closed 6-14 days,Yes,1730,1.7341040462427746,57.225433526011564,41.040462427745666,96.1,3.2,1.0,4.7,3.0,1.4,5.2,2.9,3.3,9.0,27.6,15.2,19.5,8.6,7.1,97.1,96.7
Ellensburg School District 401,WA,3345.0,Online Only,No,Yes,Unknown,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,3455,10.274963820549928,59.479015918958034,30.246020260492042,89.3,2.5,4.2,1.5,8.6,2.7,2.1,3.8,4.2,8.2,24.1,20.3,19.5,13.5,1.5,97.9,96.6
Elma School District 68,WA,1552.0,Hybrid,Unknown,Yes,Unknown,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1495,11.036789297658864,62.541806020066886,26.421404682274247,98.1,0.0,1.9,0.0,1.6,0.0,5.2,1.6,9.8,28.5,17.1,16.6,15.0,6.2,0.0,100.0,91.7
Entiat School District 127,WA,384.0,Online Only,No,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Closed indefinitely,Yes,305,4.918032786885246,59.01639344262295,36.0655737704918,97.2,1.1,1.1,4.2,1.1,17.9,0.0,5.1,10.3,2.1,17.9,15.4,25.6,5.1,0.0,100.0,76.9
Enumclaw School District 216,WA,4195.0,Hybrid,No,Yes,Unknown,Unknown,Required for all staff,Unknown,Unknown,Unknown,Closed 1-5 days,Yes,4525,11.933701657458563,55.91160220994475,32.15469613259668,92.2,2.3,1.8,2.7,7.5,2.7,0.0,6.3,3.8,7.2,14.5,17.1,30.5,8.3,9.9,98.4,91.9
Ephrata School District 165,WA,2539.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,2295,2.396514161220044,70.58823529411765,27.015250544662308,86.1,0.0,4.2,5.6,16.9,4.2,2.7,5.8,6.6,7.3,20.8,12.0,31.7,5.8,3.1,96.9,94.2
Everett Public Schools 2,WA,20550.0,Online Only,Unknown,Yes,Unknown,Yes,Pending,Required for high school students only,Unknown,Yes,Closed 1-5 days,Unknown,22370,7.219490388913724,62.85203397407242,29.928475637013857,77.8,9.0,4.0,16.8,7.3999999999999995,3.8,1.8,3.3,3.9,7.7,14.0,15.2,26.4,13.6,10.3,99.0,94.7
Mukilteo School District 6,WA,17161.0,Online Only,No,Pending,Pending,Pending,Required for all staff,Not required,Yes,Unknown,Closed 1-5 days,Yes,16775,7.391952309985097,63.30849478390462,29.299552906110282,66.9,11.4,2.5,24.1,11.6,2.3,1.0,6.3,5.0,13.9,20.1,15.6,17.2,7.7,11.0,99.2,95.8
Nooksack Valley School District 506,WA,1735.0,Online Only,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2070,6.280193236714976,65.94202898550725,27.77777777777778,76.8,2.0,13.4,2.4,16.0,3.7,0.3,3.7,6.6,18.4,26.8,17.6,16.5,2.2,4.0,96.7,89.3
Federal Way Public Schools 210,WA,23393.0,Online Only,Unknown,Unknown,Unknown,Unknown,Required for all staff,Unknown,Unknown,Unknown,Closed indefinitely,Unknown,23900,9.895397489539748,61.27615062761506,28.828451882845187,58.6,22.3,3.6,12.3,20.8,4.7,2.3,5.0,7.0,12.1,18.8,16.2,19.0,8.2,6.8,97.8,93.4
Ferndale School District 502,WA,4577.0,Unknown,No,Unknown,Unknown,Unknown,Pending,Pending,Pending,Pending,Pending,Pending,5835,7.112253641816624,61.18251928020565,31.70522707797772,80.0,3.2,13.9,5.5,4.9,5.3,0.7,3.7,6.4,8.3,19.4,19.0,20.7,12.0,4.5,93.9,91.0
Queets-Clearwater District 20,WA,22.0,Hybrid,Unknown,No,No,No,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,69,5.797101449275362,65.21739130434783,28.985507246376812,14.3,5.7,85.7,5.7,0.0,0.0,13.3,33.3,0.0,13.3,13.3,33.3,13.3,0.0,0.0,100.0,100.0
Quillayute Valley School District 402,WA,3712.0,Online Only,No,Yes,Yes,No,Pending,Pending,Pending,Pending,Pending,Pending,1205,12.033195020746888,67.63485477178423,20.33195020746888,83.7,2.6,14.4,0.3,0.3,14.7,0.5,6.4,25.0,13.5,9.6,12.8,11.5,3.8,1.9,94.2,80.1
San Juan Island School District 149,WA,780.0,Online Only,Yes,Unknown,Pending,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,No,875,4.571428571428571,60.0,35.42857142857143,92.9,3.8,2.7,3.8,3.8,2.4,1.6,3.9,7.9,15.0,20.5,15.7,18.9,4.7,9.4,94.5,91.3
Peninsula School District 401,WA,9310.0,Hybrid,Yes,Unknown,Yes,Yes,Pending,Pending,Pending,Pending,Pending,Yes,10620,7.109227871939736,62.38229755178908,30.508474576271187,92.6,1.4,4.8,8.6,2.5999999999999996,1.0,1.7,1.3,1.9,7.2,14.4,14.9,26.0,13.1,18.4,98.9,95.1
Goldendale School District 404,WA,958.0,Online Only,Unknown,Yes,Yes,Unknown,Required for all staff,Required for all students,Unknown,Unknown,Closed indefinitely,Unknown,1060,9.90566037735849,59.43396226415094,30.660377358490567,95.7,0.0,2.7,2.4,0.0,16.7,0.0,2.4,3.2,15.1,25.4,24.6,9.5,0.0,4.0,97.6,95.2
Grandview School District 200,WA,3612.0,Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Pending,Pending,Pending,Pending,Yes,3390,6.047197640117994,66.3716814159292,27.5811209439528,79.9,1.8,0.0,0.1,19.2,3.5,0.0,10.4,11.6,25.7,21.7,10.6,13.1,1.7,2.0,90.6,84.7
Granger School District 204,WA,1592.0,Online Only,Unknown,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Unknown,Yes,1785,4.201680672268908,66.10644257703082,29.69187675070028,88.4,0.0,3.3,0.0,8.8,8.4,5.6,6.7,8.9,18.4,18.4,16.8,13.4,0.0,3.9,83.8,70.4
Granite Falls School District 332,WA,2025.0,Other,No,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Never closed,Yes,2335,4.710920770877944,60.813704496788006,34.475374732334046,94.8,6.7,2.8,4.0,2.0,0.0,0.0,0.0,2.1,16.0,14.2,19.6,26.3,10.0,11.7,100.0,96.4
Harrington School District 204,WA,117.0,On Premises,Yes,Unknown,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Closed indefinitely,Yes,150,6.666666666666667,66.66666666666667,26.666666666666668,100.0,2.7,10.0,0.0,0.0,5.7,14.3,21.4,14.3,0.0,14.3,5.7,28.6,5.7,0.0,92.9,85.7
Hoquiam School District 28,WA,1886.0,Online Only,No,Yes,Yes,Yes,Required for all staff,Unknown,Unknown,Yes,Pending,No,1585,7.886435331230284,61.829652996845425,30.28391167192429,85.5,2.4,12.4,3.7,1.6,7.0,2.0,3.5,12.5,15.0,20.0,19.0,16.5,5.0,0.0,93.0,84.0
Columbia School District 206,WA,140.0,Hybrid,No,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,174,2.2988505747126435,71.83908045977012,25.862068965517242,45.2,0.0,64.3,1.9,1.9,9.1,3.6,3.6,3.6,18.2,27.3,22.7,3.6,0.0,3.6,95.5,72.7
Inchelium School District 70,WA,214.0,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,220,4.545454545454546,50.0,45.45454545454545,22.4,8.2,77.6,6.1,1.6,7.7,3.1,11.5,7.7,23.1,26.9,15.4,3.1,7.7,0.0,96.2,69.2
Issaquah School District 411,WA,20833.0,Online Only,No,Pending,Pending,Pending,Required for all staff,Required for all students,Unknown,Unknown,Unknown,Yes,21255,7.574688308633263,61.726652552340624,30.698659139026113,73.0,4.2,1.6,31.9,3.6,2.3,0.3,2.0,1.7,2.4,7.3,7.3,17.9,17.8,40.8,99.1,99.1
Crescent School District 313,WA,353.0,Hybrid,No,Unknown,Yes,Yes,Pending,Required for all students,Yes,Yes,Unknown,Yes,430,4.651162790697675,65.11627906976744,30.232558139534884,82.4,0.9,18.7,3.3,0.0,7.8,0.0,1.3,7.8,14.1,21.9,21.9,18.8,3.1,1.3,100.0,93.8
Kalama School District 402,WA,1796.0,Online Only,No,Yes,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Yes,1080,5.092592592592593,56.48148148148148,38.425925925925924,96.8,0.0,0.0,0.9,3.2,6.5,2.2,0.6,0.6,2.9,24.5,12.9,25.2,14.4,9.4,99.3,99.3
Keller School District 3,WA,34.0,Hybrid,No,Unknown,No,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,84,4.761904761904762,59.523809523809526,35.714285714285715,23.5,0.0,88.2,0.0,4.7,18.2,7.3,18.2,7.3,7.3,18.2,7.3,27.3,0.0,0.0,90.9,63.6
Kelso School District 458,WA,5297.0,Hybrid,Unknown,Unknown,Yes,Yes,Required for all staff,Unknown,Unknown,Unknown,Never closed,Yes,4930,3.2454361054766734,63.995943204868155,32.758620689655174,88.0,3.1,8.7,3.8,9.6,4.6,1.8,9.9,5.3,16.9,19.3,11.1,17.8,7.7,5.5,98.4,91.1
Finley School District 53,WA,919.0,Online Only,Unknown,Unknown,Pending,Pending,Not required,Required for all students,Yes,Yes,Never closed,Yes,1165,5.579399141630901,67.81115879828326,26.609442060085836,83.5,0.0,1.6,1.2,15.3,7.6,1.5,3.8,10.6,6.1,3.8,40.9,14.4,9.1,2.3,92.4,81.8
Kennewick School District 17,WA,19927.0,Hybrid,Unknown,Yes,Pending,Yes,Required for all staff,Required for all students,Yes,Yes,Unknown,Unknown,18785,9.928134149587438,62.496672877295715,27.57519297311685,78.6,3.8,1.4,5.1,18.400000000000002,5.7,2.8,9.7,8.1,11.3,19.9,14.4,16.3,6.5,5.1,94.3,86.8
Kent School District 415,WA,28333.0,Online Only,No,Pending,Pending,Pending,Required for all staff,Unknown,Pending,Pending,Pending,No,28755,9.181011997913407,57.39871326725787,33.42027473482872,54.7,19.6,4.4,20.7,15.399999999999999,3.4,1.8,6.5,5.8,9.9,18.1,14.4,21.5,10.8,7.8,98.9,96.0
Kettle Falls School District 212,WA,1035.0,Hybrid,No,Yes,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Never closed,Yes,755,1.3245033112582782,69.5364238410596,29.13907284768212,92.7,0.5,3.3,1.3,3.3,6.7,0.9,2.2,6.7,25.8,28.1,10.1,18.0,0.0,2.2,95.5,73.0
Kittitas School District 403,WA,645.0,Hybrid,Unknown,Yes,Yes,Yes,Unknown,Not required,Yes,Unknown,Unknown,Unknown,715,16.083916083916083,60.83916083916084,23.076923076923077,84.0,0.5,0.5,2.5,15.2,3.3,0.0,7.7,2.2,26.4,30.8,11.0,16.5,0.0,2.2,100.0,91.2
La Center School District 101,WA,1608.0,Online Only,No,Yes,No,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Yes,1665,5.105105105105105,61.56156156156156,33.333333333333336,94.5,5.5,2.9,4.3,0.9,0.0,0.0,0.5,4.0,6.3,12.6,24.0,22.3,17.7,12.6,100.0,99.4
La Conner School District 311,WA,675.0,Online Only,No,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,645,3.10077519379845,71.31782945736434,25.58139534883721,65.2,1.5,30.4,3.0,4.3,4.3,2.9,4.3,11.6,8.7,11.6,29.0,17.4,7.2,4.3,91.3,88.4
North Thurston Public Schools,WA,15448.0,Online Only,Yes,Unknown,Yes,Yes,Required for all staff,Not required,Unknown,Yes,Never closed,Yes,16365,7.393828292086771,63.97800183318057,28.62816987473266,82.1,12.2,4.3,14.3,4.7,3.2,2.4,4.3,4.8,10.5,23.1,17.6,22.2,6.9,4.9,98.0,93.7
Lacrosse School District 126,WA,81.0,Hybrid,No,No,Yes,Yes,Required for all staff,Required for all students,Yes,Yes,Never closed,Unknown,125,12.0,56.0,32.0,100.0,0.0,0.0,0.0,0.0,6.7,6.7,0.0,6.7,6.7,16.7,6.7,33.3,6.7,6.7,91.7,83.3
Lake Stevens School District 4,WA,8793.0,Hybrid,Yes,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Pending,Yes,8590,8.847497089639115,60.302677532013966,30.849825378346914,92.7,4.0,2.1,8.9,3.5,2.5,0.8,2.3,2.6,6.8,17.2,16.7,30.8,13.8,6.5,100.0,94.7
Dieringer School District 343,WA,1434.0,Online Only,No,Yes,Pending,No,Pending,Pending,Pending,Pending,Pending,Pending,1930,14.248704663212436,52.84974093264249,32.90155440414508,93.7,8.4,1.6,11.9,2.8,0.0,0.0,0.8,5.4,0.8,15.9,15.5,26.4,18.8,16.3,100.0,99.2
Clover Park School District 400,WA,12177.0,Online Only,Unknown,Unknown,Yes,Yes,Required for all staff,Required for all students,Unknown,Yes,Closed indefinitely,Unknown,11790,9.881255301102629,68.99915182357931,21.119592875318066,68.4,21.4,3.7,10.7,16.6,5.9,3.7,9.8,12.0,18.8,20.7,13.6,9.9,3.3,2.2,95.2,86.1
